1.542531866941090568e+00,2.000000000000000042e-02
1.456884354290378658e+00,5.999999999999999778e-02
1.479100411022855166e+00,1.000000000000000056e-01
1.366891228343115605e+00,1.399999999999999856e-01
1.291157725928348876e+00,1.799999999999999933e-01
1.191144311237622100e+00,2.200000000000000011e-01
1.139612406087580299e+00,2.600000000000000089e-01
1.107467265750781360e+00,3.000000000000000444e-01
1.144204791885709227e+00,3.400000000000000244e-01
9.698111900083198345e-01,3.800000000000000044e-01
9.656327643421785956e-01,4.200000000000000400e-01
8.476581015444550893e-01,4.600000000000000200e-01
8.546598249784815859e-01,5.000000000000000000e-01
8.342138694370810903e-01,5.400000000000000355e-01
8.303313595567353156e-01,5.800000000000000711e-01
7.245399774894093481e-01,6.199999999999999956e-01
7.952277736293482668e-01,6.600000000000000311e-01
6.613579937139184572e-01,7.000000000000000666e-01
6.730546697657890931e-01,7.399999999999999911e-01
7.771811091600647758e-01,7.800000000000000266e-01
7.382162867442730869e-01,8.200000000000000622e-01
7.196370022236789898e-01,8.599999999999999867e-01
7.322603824093609770e-01,9.000000000000000222e-01
8.344201082143701820e-01,9.400000000000000577e-01
7.668256407682880749e-01,9.799999999999999822e-01
7.621995255204467856e-01,1.020000000000000018e+00
8.351733005051118486e-01,1.060000000000000053e+00
9.190103757451615341e-01,1.100000000000000089e+00
9.372927256671209628e-01,1.140000000000000124e+00
9.697244138910001698e-01,1.179999999999999938e+00
9.854545364448291656e-01,1.219999999999999973e+00
1.117543386988848919e+00,1.260000000000000009e+00
1.035907171009717631e+00,1.300000000000000044e+00
1.060312463434297969e+00,1.340000000000000080e+00
1.117813687382278154e+00,1.380000000000000115e+00
1.384600048267035532e+00,1.420000000000000151e+00
1.316801525625578506e+00,1.459999999999999964e+00
1.267107452049566652e+00,1.500000000000000000e+00
1.328728536751917488e+00,1.540000000000000036e+00
1.440642308358954571e+00,1.580000000000000071e+00
1.528414258438750117e+00,1.620000000000000107e+00
1.354120908309277116e+00,1.660000000000000142e+00
1.521804635092894653e+00,1.699999999999999956e+00
1.484453908494028695e+00,1.739999999999999991e+00
1.457900172556645169e+00,1.780000000000000027e+00
1.567879835233676689e+00,1.820000000000000062e+00
1.516224999732460610e+00,1.860000000000000098e+00
1.494150585801351738e+00,1.900000000000000133e+00
1.503409438031826806e+00,1.939999999999999947e+00
1.548903547034699901e+00,1.979999999999999982e+00
1.525990959674672798e+00,2.020000000000000018e+00
1.409385984857190799e+00,2.060000000000000053e+00
1.397527524055806269e+00,2.100000000000000089e+00
1.394520590845963692e+00,2.140000000000000124e+00
1.307376893952773456e+00,2.180000000000000160e+00
1.288670871555369413e+00,2.220000000000000195e+00
1.111942749156116461e+00,2.260000000000000231e+00
1.138242914398928773e+00,2.300000000000000266e+00
1.085912445295885487e+00,2.339999999999999858e+00
1.107997297943240866e+00,2.379999999999999893e+00
9.069365212731105297e-01,2.419999999999999929e+00
9.406975976972203890e-01,2.459999999999999964e+00
8.953610080445051356e-01,2.500000000000000000e+00
9.213065240290048141e-01,2.540000000000000036e+00
7.954232983973402726e-01,2.580000000000000071e+00
8.818616035646713591e-01,2.620000000000000107e+00
8.381457851605103038e-01,2.660000000000000142e+00
7.558591178390696719e-01,2.700000000000000178e+00
6.675077127031983082e-01,2.740000000000000213e+00
7.779348655117771516e-01,2.780000000000000249e+00
7.348904781217713289e-01,2.820000000000000284e+00
8.283850818415292583e-01,2.859999999999999876e+00
7.790077584785453091e-01,2.899999999999999911e+00
7.637251688504849145e-01,2.939999999999999947e+00
8.342292484087659998e-01,2.979999999999999982e+00
8.346923085415426380e-01,3.020000000000000018e+00
7.880279607618495552e-01,3.060000000000000053e+00
8.957100513213056558e-01,3.100000000000000089e+00
9.377905083233936123e-01,3.140000000000000124e+00
9.203497176928818746e-01,3.180000000000000160e+00
1.073650277864568237e+00,3.220000000000000195e+00
9.428317499439337057e-01,3.260000000000000231e+00
1.147200597497683994e+00,3.300000000000000266e+00
1.129497492200820963e+00,3.340000000000000302e+00
1.213905043238410864e+00,3.379999999999999893e+00
1.317331075294126519e+00,3.419999999999999929e+00
1.347889515931104176e+00,3.459999999999999964e+00
1.449070641877221899e+00,3.500000000000000000e+00
1.552069611406235783e+00,3.540000000000000036e+00
1.511213071811549291e+00,3.580000000000000071e+00
1.494301671108095642e+00,3.620000000000000107e+00
1.444698469445963696e+00,3.660000000000000142e+00
1.573416628885902169e+00,3.700000000000000178e+00
1.572067339482799531e+00,3.740000000000000213e+00
1.551840831933913645e+00,3.780000000000000249e+00
1.529187951433146120e+00,3.820000000000000284e+00
1.553253373794049486e+00,3.859999999999999876e+00
1.558811253184530843e+00,3.899999999999999911e+00
1.571710113305439416e+00,3.939999999999999947e+00
1.558971223659827876e+00,3.979999999999999982e+00
